App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isMoveMethod
CodeStory/fluent-http,84c412aedff4ce599981b4188cb1a363026cb620,"http-2.38, http-2.39",src.test.java.net.codestory.http.io.ClasspathScannerTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,15,3,3,12,3,0.2,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
CodeStory/fluent-http,84c412aedff4ce599981b4188cb1a363026cb620,"http-2.38, http-2.39",src.test.java.net.codestory.http.injection.SingletonsTest.java,10,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,14.0,0,4,0,0,10,0,81,10,14,29,8,0.1,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
CodeStory/fluent-http,b226454c724a12af07f8dc71c77f9408005bc85a,"http-2.47, http-2.48",src.test.java.net.codestory.http.CookiesTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,6,0,0,6,0,26,6,6,24,0,0.0,49,49,49,1,1,0,100.0,50,50,50,1,1,1,False
CodeStory/fluent-http,50c412d5e2d17a571f28c07fb576342f69cdc9cb,"http-2.49, http-2.50",src.test.java.net.codestory.http.templating.helpers.AssetsHelperSourceTest.java,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0.0,11.0,0,0,0,0,11,0,50,11,11,46,11,0.22,0,0,0,2,1,0,100.0,32,20,16,32,20,16,False
CodeStory/fluent-http,aa7f04b5703e9d0b1b945367eed3235adefa75e9,"http-2.59, http-2.60",src.test.java.net.codestory.http.templating.ViewCompilerTest.java,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,8,0,56,13,18,40,10,0.18,10,10,10,1,1,0,100.0,62,62,62,52,52,52,False
CodeStory/fluent-http,4e95816fc0aa159d08737540877b81da0d1ee8e6,"http-2.65, http-2.66",src.test.java.net.codestory.http.reload.FolderWatcherTest.java,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2.0,4.0,0,2,0,3,2,0,29,4,12,16,0,0.0,-19,-19,-19,1,1,0,100.0,1,1,1,20,20,20,False
CodeStory/fluent-http,33ca94aff2a639a3ed0ace80b74f7d7ed3b2d0b6,"http-2.69, http-2.70",src.test.java.net.codestory.http.routes.RouteCollectionTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,3,0,0,3,0,24,3,6,11,0,0.0,19,24,4,5,2,0,58.18,37,28,7,18,7,4,False
CodeStory/fluent-http,e83fce05d868f5ef61628546cc09d55c78093059,"http-2.77, http-2.78",src.test.java.net.codestory.http.types.ContentTypesTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,29,1,2,3,25,0.86,-29,-29,-29,1,1,0,100.0,0,0,0,29,29,29,True
CodeStory/fluent-http,edaf1bf65aa547363077cb82f687e28cd4c01f8b,"http-2.87, http-2.88",src.test.java.net.codestory.http.misc.WebJarUrlFinderTest.java,7,5,0,0,0,0,0,0,0,0,0,5,0,0,5.0,12.0,4,0,0,0,5,0,38,7,13,26,12,0.32,8,8,8,1,1,0,100.0,27,27,27,19,19,19,False
CodeStory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,"http-2.90, http-2.91",src.test.java.net.codestory.http.misc.DatesTest.java,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,2,0,13,2,3,8,3,0.23,9,7,4,2,1,0,100.0,10,7,5,1,1,0,False
CodeStory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,"http-2.90, http-2.91",src.test.java.net.codestory.http.payload.PayloadWriterTest.java,16,1,0,0,0,0,14,0,0,0,0,0,0,0,6.0,19.0,0,13,0,0,15,0,129,16,48,112,3,0.02,3,3,3,1,1,0,100.0,4,4,4,1,1,1,False
CodeStory/fluent-http,d77c886691a3c78eb7c2e14565474fde8422c0d9,"http-2.94, http-2.95",src.test.java.net.codestory.http.compilers.CompilersTest.java,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,0,0,0,1,5,0,38,6,7,24,6,0.16,0,0,0,4,1,0,100.0,8,5,2,8,5,2,False
CodeStory/fluent-http,28da27e23e36fb2fc05218e8a1b15749569c9bfd,"http-2.104, http-2.105",src.test.java.net.codestory.http.payload.PayloadWriterTest.java,17,1,1,0,0,0,15,0,0,0,0,0,0,0,5.0,19.0,0,14,0,0,16,0,134,17,51,122,3,0.02,15,15,8,2,2,0,71.43,18,15,9,3,3,2,False
